doi,creator,title,publisher,publicationYear,datacentre
10.7283/T5J67F6K,"Paul Ponganis,Jerry Kooyman","Antarctica Support 2002/2003,B-197 Cape Crozier Penguin Rookery","UNAVCO, Inc.",2003,CDL.UNAVCO - UNAVCO
